Target,Process,File,Tag,Occurrences,Category
Human,Ex04,ex04_writer0079.bpmn,sequenceFlow,7,Connecting Objects
Human,Ex04,ex04_writer0079.bpmn,sourceRef,1,Connecting Objects
Human,Ex04,ex04_writer0079.bpmn,targetRef,1,Connecting Objects
Human,Ex04,ex04_writer0081.bpmn,incoming,13,Connecting Objects
Human,Ex04,ex04_writer0081.bpmn,outgoing,13,Connecting Objects
Human,Ex04,ex04_writer0081.bpmn,sequenceFlow,13,Connecting Objects
Human,Ex04,ex04_writer0081.bpmn,targetRef,5,Connecting Objects
Human,Ex04,ex04_writer0081.bpmn,sourceRef,4,Connecting Objects
Human,Ex04,ex04_writer0097.bpmn,sequenceFlow,11,Connecting Objects
Human,Ex04,ex04_writer0097.bpmn,incoming,11,Connecting Objects
Human,Ex04,ex04_writer0097.bpmn,outgoing,11,Connecting Objects
Human,Ex04,ex04_writer0097.bpmn,targetRef,8,Connecting Objects
Human,Ex04,ex04_writer0097.bpmn,sourceRef,5,Connecting Objects
Human,Ex04,ex04_writer0104.bpmn,incoming,13,Connecting Objects
Human,Ex04,ex04_writer0104.bpmn,outgoing,13,Connecting Objects
Human,Ex04,ex04_writer0104.bpmn,sequenceFlow,13,Connecting Objects
Human,Ex04,ex04_writer0008.bpmn,task,6,Flow Objects
Human,Ex04,ex04_writer0008.bpmn,exclusiveGateway,5,Flow Objects
Human,Ex04,ex04_writer0008.bpmn,endEvent,2,Flow Objects
Human,Ex04,ex04_writer0008.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0013.bpmn,task,4,Flow Objects
Human,Ex04,ex04_writer0013.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex04,ex04_writer0013.bpmn,parallelGateway,2,Flow Objects
Human,Ex04,ex04_writer0013.bpmn,intermediateThrowEvent,1,Flow Objects
Human,Ex04,ex04_writer0013.bpmn,intermediateCatchEvent,1,Flow Objects
Human,Ex04,ex04_writer0013.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0013.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0014.bpmn,task,5,Flow Objects
Human,Ex04,ex04_writer0014.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex04,ex04_writer0014.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0014.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0019.bpmn,task,6,Flow Objects
Human,Ex04,ex04_writer0019.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex04,ex04_writer0019.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0019.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0024.bpmn,task,6,Flow Objects
Human,Ex04,ex04_writer0024.bpmn,startEvent,2,Flow Objects
Human,Ex04,ex04_writer0024.bpmn,parallelGateway,2,Flow Objects
Human,Ex04,ex04_writer0024.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex04,ex04_writer0024.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0048.bpmn,task,5,Flow Objects
Human,Ex04,ex04_writer0048.bpmn,startEvent,2,Flow Objects
Human,Ex04,ex04_writer0048.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex04,ex04_writer0048.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0053.bpmn,task,5,Flow Objects
Human,Ex04,ex04_writer0053.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex04,ex04_writer0053.bpmn,parallelGateway,2,Flow Objects
Human,Ex04,ex04_writer0053.bpmn,intermediateThrowEvent,1,Flow Objects
Human,Ex04,ex04_writer0053.bpmn,intermediateCatchEvent,1,Flow Objects
Human,Ex04,ex04_writer0053.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0053.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0058.bpmn,task,5,Flow Objects
Human,Ex04,ex04_writer0058.bpmn,parallelGateway,2,Flow Objects
Human,Ex04,ex04_writer0058.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0058.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex04,ex04_writer0058.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0059.bpmn,task,6,Flow Objects
Human,Ex04,ex04_writer0059.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0059.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0059.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex04,ex04_writer0061.bpmn,task,8,Flow Objects
Human,Ex04,ex04_writer0061.bpmn,endEvent,3,Flow Objects
Human,Ex04,ex04_writer0061.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex04,ex04_writer0061.bpmn,parallelGateway,1,Flow Objects
Human,Ex04,ex04_writer0061.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0063.bpmn,task,5,Flow Objects
Human,Ex04,ex04_writer0063.bpmn,startEvent,2,Flow Objects
Human,Ex04,ex04_writer0063.bpmn,parallelGateway,2,Flow Objects
Human,Ex04,ex04_writer0063.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex04,ex04_writer0063.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0066.bpmn,task,6,Flow Objects
Human,Ex04,ex04_writer0066.bpmn,startEvent,3,Flow Objects
Human,Ex04,ex04_writer0066.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex04,ex04_writer0066.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0075.bpmn,task,8,Flow Objects
Human,Ex04,ex04_writer0075.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0075.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex04,ex04_writer0075.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0076.bpmn,task,6,Flow Objects
Human,Ex04,ex04_writer0076.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex04,ex04_writer0076.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0076.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0076.bpmn,intermediateCatchEvent,1,Flow Objects
Human,Ex04,ex04_writer0079.bpmn,task,3,Flow Objects
Human,Ex04,ex04_writer0079.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex04,ex04_writer0079.bpmn,startEvent,2,Flow Objects
Human,Ex04,ex04_writer0079.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0081.bpmn,task,6,Flow Objects
Human,Ex04,ex04_writer0081.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex04,ex04_writer0081.bpmn,parallelGateway,2,Flow Objects
Human,Ex04,ex04_writer0081.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0081.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0097.bpmn,task,6,Flow Objects
Human,Ex04,ex04_writer0097.bpmn,parallelGateway,2,Flow Objects
Human,Ex04,ex04_writer0097.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex04,ex04_writer0097.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0097.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0104.bpmn,task,7,Flow Objects
Human,Ex04,ex04_writer0104.bpmn,parallelGateway,2,Flow Objects
Human,Ex04,ex04_writer0104.bpmn,exclusiveGateway,1,Flow Objects
Human,Ex04,ex04_writer0104.bpmn,endEvent,1,Flow Objects
Human,Ex04,ex04_writer0104.bpmn,startEvent,1,Flow Objects
Human,Ex04,ex04_writer0008.bpmn,lane,2,Swim Lanes
Human,Ex04,ex04_writer0008.bpmn,laneSet,1,Swim Lanes
Human,Ex04,ex04_writer0024.bpmn,lane,2,Swim Lanes
Human,Ex04,ex04_writer0024.bpmn,laneSet,1,Swim Lanes
Human,Ex04,ex04_writer0048.bpmn,laneSet,1,Swim Lanes
Human,Ex04,ex04_writer0053.bpmn,lane,2,Swim Lanes
Human,Ex04,ex04_writer0053.bpmn,laneSet,1,Swim Lanes
Human,Ex04,ex04_writer0058.bpmn,laneSet,1,Swim Lanes
Human,Ex04,ex04_writer0058.bpmn,lane,1,Swim Lanes
Human,Ex04,ex04_writer0061.bpmn,laneSet,1,Swim Lanes
Human,Ex04,ex04_writer0075.bpmn,lane,2,Swim Lanes
Human,Ex04,ex04_writer0075.bpmn,laneSet,1,Swim Lanes
Human,Ex04,ex04_writer0079.bpmn,laneSet,1,Swim Lanes
Human,Ex04,ex04_writer0079.bpmn,lane,1,Swim Lanes
Human,Ex04,ex04_writer0081.bpmn,laneSet,1,Swim Lanes
Human,Ex04,ex04_writer0081.bpmn,lane,1,Swim Lanes
Human,Ex04,ex04_writer0097.bpmn,laneSet,1,Swim Lanes
Human,Ex04,ex04_writer0097.bpmn,lane,1,Swim Lanes
Human,Ex05,ex05_writer0013.bpmn,dataObject,2,Artifacts
Human,Ex05,ex05_writer0024.bpmn,dataObject,2,Artifacts
Human,Ex05,ex05_writer0028.bpmn,dataObject,2,Artifacts
Human,Ex05,ex05_writer0042.bpmn,dataObject,4,Artifacts
Human,Ex05,ex05_writer0053.bpmn,dataObject,3,Artifacts
Human,Ex05,ex05_writer0058.bpmn,dataObject,6,Artifacts
Human,Ex05,ex05_writer0059.bpmn,dataObject,7,Artifacts
Human,Ex05,ex05_writer0061.bpmn,dataObject,2,Artifacts
Human,Ex05,ex05_writer0063.bpmn,dataObject,2,Artifacts
Human,Ex05,ex05_writer0075.bpmn,dataObject,3,Artifacts
Human,Ex05,ex05_writer0079.bpmn,dataObject,1,Artifacts
Human,Ex05,ex05_writer0085.bpmn,dataObject,4,Artifacts
Human,Ex05,ex05_writer0097.bpmn,dataObject,9,Artifacts
Human,Ex05,ex05_writer0100.bpmn,dataObject,9,Artifacts
Human,Ex05,ex05_writer0013.bpmn,incoming,14,Connecting Objects
Human,Ex05,ex05_writer0013.bpmn,outgoing,14,Connecting Objects
Human,Ex05,ex05_writer0013.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex05,ex05_writer0013.bpmn,targetRef,10,Connecting Objects
Human,Ex05,ex05_writer0013.bpmn,sourceRef,5,Connecting Objects
Human,Ex05,ex05_writer0014.bpmn,incoming,17,Connecting Objects
Human,Ex05,ex05_writer0014.bpmn,outgoing,17,Connecting Objects
Human,Ex05,ex05_writer0014.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex05,ex05_writer0019.bpmn,outgoing,17,Connecting Objects
Human,Ex05,ex05_writer0019.bpmn,incoming,17,Connecting Objects
Human,Ex05,ex05_writer0019.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex05,ex05_writer0024.bpmn,incoming,17,Connecting Objects
Human,Ex05,ex05_writer0024.bpmn,outgoing,17,Connecting Objects
Human,Ex05,ex05_writer0024.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex05,ex05_writer0024.bpmn,targetRef,6,Connecting Objects
Human,Ex05,ex05_writer0024.bpmn,sourceRef,3,Connecting Objects
Human,Ex05,ex05_writer0028.bpmn,incoming,16,Connecting Objects
Human,Ex05,ex05_writer0028.bpmn,outgoing,16,Connecting Objects
Human,Ex05,ex05_writer0028.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex05,ex05_writer0028.bpmn,targetRef,4,Connecting Objects
Human,Ex05,ex05_writer0028.bpmn,sourceRef,3,Connecting Objects
Human,Ex05,ex05_writer0042.bpmn,incoming,20,Connecting Objects
Human,Ex05,ex05_writer0042.bpmn,outgoing,20,Connecting Objects
Human,Ex05,ex05_writer0042.bpmn,sequenceFlow,20,Connecting Objects
Human,Ex05,ex05_writer0042.bpmn,targetRef,8,Connecting Objects
Human,Ex05,ex05_writer0042.bpmn,sourceRef,4,Connecting Objects
Human,Ex05,ex05_writer0048.bpmn,incoming,15,Connecting Objects
Human,Ex05,ex05_writer0048.bpmn,outgoing,15,Connecting Objects
Human,Ex05,ex05_writer0048.bpmn,sequenceFlow,15,Connecting Objects
Human,Ex05,ex05_writer0053.bpmn,outgoing,13,Connecting Objects
Human,Ex05,ex05_writer0053.bpmn,incoming,13,Connecting Objects
Human,Ex05,ex05_writer0053.bpmn,sequenceFlow,13,Connecting Objects
Human,Ex05,ex05_writer0053.bpmn,targetRef,6,Connecting Objects
Human,Ex05,ex05_writer0053.bpmn,sourceRef,3,Connecting Objects
Human,Ex05,ex05_writer0056.bpmn,incoming,12,Connecting Objects
Human,Ex05,ex05_writer0056.bpmn,outgoing,12,Connecting Objects
Human,Ex05,ex05_writer0056.bpmn,sequenceFlow,12,Connecting Objects
Human,Ex05,ex05_writer0058.bpmn,incoming,21,Connecting Objects
Human,Ex05,ex05_writer0058.bpmn,outgoing,21,Connecting Objects
Human,Ex05,ex05_writer0058.bpmn,sequenceFlow,21,Connecting Objects
Human,Ex05,ex05_writer0058.bpmn,sourceRef,1,Connecting Objects
Human,Ex05,ex05_writer0058.bpmn,targetRef,1,Connecting Objects
Human,Ex05,ex05_writer0059.bpmn,incoming,19,Connecting Objects
Human,Ex05,ex05_writer0059.bpmn,outgoing,19,Connecting Objects
Human,Ex05,ex05_writer0059.bpmn,sequenceFlow,19,Connecting Objects
Human,Ex05,ex05_writer0059.bpmn,targetRef,9,Connecting Objects
Human,Ex05,ex05_writer0059.bpmn,sourceRef,5,Connecting Objects
Human,Ex05,ex05_writer0061.bpmn,incoming,12,Connecting Objects
Human,Ex05,ex05_writer0061.bpmn,outgoing,12,Connecting Objects
Human,Ex05,ex05_writer0061.bpmn,sequenceFlow,12,Connecting Objects
Human,Ex05,ex05_writer0061.bpmn,targetRef,3,Connecting Objects
Human,Ex05,ex05_writer0061.bpmn,sourceRef,1,Connecting Objects
Human,Ex05,ex05_writer0063.bpmn,outgoing,17,Connecting Objects
Human,Ex05,ex05_writer0063.bpmn,incoming,17,Connecting Objects
Human,Ex05,ex05_writer0063.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex05,ex05_writer0063.bpmn,targetRef,4,Connecting Objects
Human,Ex05,ex05_writer0063.bpmn,sourceRef,3,Connecting Objects
Human,Ex05,ex05_writer0066.bpmn,incoming,21,Connecting Objects
Human,Ex05,ex05_writer0066.bpmn,outgoing,21,Connecting Objects
Human,Ex05,ex05_writer0066.bpmn,sequenceFlow,21,Connecting Objects
Human,Ex05,ex05_writer0075.bpmn,incoming,14,Connecting Objects
Human,Ex05,ex05_writer0075.bpmn,outgoing,14,Connecting Objects
Human,Ex05,ex05_writer0075.bpmn,sequenceFlow,14,Connecting Objects
Human,Ex05,ex05_writer0075.bpmn,targetRef,9,Connecting Objects
Human,Ex05,ex05_writer0075.bpmn,sourceRef,4,Connecting Objects
Human,Ex05,ex05_writer0076.bpmn,outgoing,17,Connecting Objects
Human,Ex05,ex05_writer0076.bpmn,incoming,17,Connecting Objects
Human,Ex05,ex05_writer0076.bpmn,sequenceFlow,17,Connecting Objects
Human,Ex05,ex05_writer0079.bpmn,outgoing,13,Connecting Objects
Human,Ex05,ex05_writer0079.bpmn,incoming,13,Connecting Objects
Human,Ex05,ex05_writer0079.bpmn,sequenceFlow,13,Connecting Objects
Human,Ex05,ex05_writer0079.bpmn,targetRef,3,Connecting Objects
Human,Ex05,ex05_writer0079.bpmn,sourceRef,2,Connecting Objects
Human,Ex05,ex05_writer0084.bpmn,incoming,16,Connecting Objects
Human,Ex05,ex05_writer0084.bpmn,outgoing,16,Connecting Objects
Human,Ex05,ex05_writer0084.bpmn,sequenceFlow,16,Connecting Objects
Human,Ex05,ex05_writer0085.bpmn,sequenceFlow,26,Connecting Objects
Human,Ex05,ex05_writer0085.bpmn,incoming,26,Connecting Objects
Human,Ex05,ex05_writer0085.bpmn,outgoing,26,Connecting Objects
Human,Ex05,ex05_writer0085.bpmn,targetRef,8,Connecting Objects
Human,Ex05,ex05_writer0085.bpmn,sourceRef,4,Connecting Objects
Human,Ex05,ex05_writer0097.bpmn,outgoing,20,Connecting Objects
Human,Ex05,ex05_writer0097.bpmn,sequenceFlow,20,Connecting Objects
Human,Ex05,ex05_writer0097.bpmn,incoming,20,Connecting Objects
Human,Ex05,ex05_writer0097.bpmn,targetRef,12,Connecting Objects
Human,Ex05,ex05_writer0097.bpmn,sourceRef,9,Connecting Objects
Human,Ex05,ex05_writer0100.bpmn,targetRef,16,Connecting Objects
Human,Ex05,ex05_writer0100.bpmn,outgoing,13,Connecting Objects
Human,Ex05,ex05_writer0100.bpmn,incoming,13,Connecting Objects
Human,Ex05,ex05_writer0100.bpmn,sequenceFlow,13,Connecting Objects
Human,Ex05,ex05_writer0100.bpmn,sourceRef,8,Connecting Objects
Human,Ex05,ex05_writer0104.bpmn,sequenceFlow,22,Connecting Objects
Human,Ex05,ex05_writer0104.bpmn,outgoing,22,Connecting Objects
Human,Ex05,ex05_writer0104.bpmn,incoming,22,Connecting Objects
Human,Ex05,ex05_writer0013.bpmn,task,5,Flow Objects
Human,Ex05,ex05_writer0013.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0013.bpmn,intermediateThrowEvent,1,Flow Objects
Human,Ex05,ex05_writer0013.bpmn,intermediateCatchEvent,1,Flow Objects
Human,Ex05,ex05_writer0013.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0013.bpmn,endEvent,1,Flow Objects
Human,Ex05,ex05_writer0014.bpmn,task,9,Flow Objects
Human,Ex05,ex05_writer0014.bpmn,exclusiveGateway,4,Flow Objects
Human,Ex05,ex05_writer0014.bpmn,endEvent,2,Flow Objects
Human,Ex05,ex05_writer0014.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0019.bpmn,task,8,Flow Objects
Human,Ex05,ex05_writer0019.bpmn,exclusiveGateway,5,Flow Objects
Human,Ex05,ex05_writer0019.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0019.bpmn,endEvent,1,Flow Objects
Human,Ex05,ex05_writer0024.bpmn,task,9,Flow Objects
Human,Ex05,ex05_writer0024.bpmn,exclusiveGateway,4,Flow Objects
Human,Ex05,ex05_writer0024.bpmn,endEvent,2,Flow Objects
Human,Ex05,ex05_writer0024.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0024.bpmn,association,1,Flow Objects
Human,Ex05,ex05_writer0028.bpmn,task,7,Flow Objects
Human,Ex05,ex05_writer0028.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0028.bpmn,parallelGateway,2,Flow Objects
Human,Ex05,ex05_writer0028.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0028.bpmn,endEvent,1,Flow Objects
Human,Ex05,ex05_writer0042.bpmn,task,10,Flow Objects
Human,Ex05,ex05_writer0042.bpmn,endEvent,4,Flow Objects
Human,Ex05,ex05_writer0042.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0042.bpmn,parallelGateway,2,Flow Objects
Human,Ex05,ex05_writer0042.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0048.bpmn,task,8,Flow Objects
Human,Ex05,ex05_writer0048.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0048.bpmn,endEvent,2,Flow Objects
Human,Ex05,ex05_writer0048.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0053.bpmn,task,5,Flow Objects
Human,Ex05,ex05_writer0053.bpmn,endEvent,3,Flow Objects
Human,Ex05,ex05_writer0053.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex05,ex05_writer0053.bpmn,parallelGateway,2,Flow Objects
Human,Ex05,ex05_writer0053.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0056.bpmn,task,8,Flow Objects
Human,Ex05,ex05_writer0056.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex05,ex05_writer0056.bpmn,endEvent,1,Flow Objects
Human,Ex05,ex05_writer0056.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0058.bpmn,task,12,Flow Objects
Human,Ex05,ex05_writer0058.bpmn,endEvent,5,Flow Objects
Human,Ex05,ex05_writer0058.bpmn,exclusiveGateway,4,Flow Objects
Human,Ex05,ex05_writer0058.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0059.bpmn,task,11,Flow Objects
Human,Ex05,ex05_writer0059.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0059.bpmn,endEvent,3,Flow Objects
Human,Ex05,ex05_writer0059.bpmn,startEvent,2,Flow Objects
Human,Ex05,ex05_writer0061.bpmn,task,8,Flow Objects
Human,Ex05,ex05_writer0061.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex05,ex05_writer0061.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0061.bpmn,endEvent,1,Flow Objects
Human,Ex05,ex05_writer0063.bpmn,task,10,Flow Objects
Human,Ex05,ex05_writer0063.bpmn,endEvent,4,Flow Objects
Human,Ex05,ex05_writer0063.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0063.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0066.bpmn,task,10,Flow Objects
Human,Ex05,ex05_writer0066.bpmn,endEvent,4,Flow Objects
Human,Ex05,ex05_writer0066.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0066.bpmn,parallelGateway,3,Flow Objects
Human,Ex05,ex05_writer0066.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0066.bpmn,intermediateCatchEvent,1,Flow Objects
Human,Ex05,ex05_writer0075.bpmn,task,11,Flow Objects
Human,Ex05,ex05_writer0075.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex05,ex05_writer0075.bpmn,endEvent,2,Flow Objects
Human,Ex05,ex05_writer0075.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0076.bpmn,task,7,Flow Objects
Human,Ex05,ex05_writer0076.bpmn,exclusiveGateway,4,Flow Objects
Human,Ex05,ex05_writer0076.bpmn,parallelGateway,2,Flow Objects
Human,Ex05,ex05_writer0076.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0076.bpmn,endEvent,1,Flow Objects
Human,Ex05,ex05_writer0079.bpmn,task,7,Flow Objects
Human,Ex05,ex05_writer0079.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0079.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0079.bpmn,endEvent,1,Flow Objects
Human,Ex05,ex05_writer0084.bpmn,task,10,Flow Objects
Human,Ex05,ex05_writer0084.bpmn,exclusiveGateway,4,Flow Objects
Human,Ex05,ex05_writer0084.bpmn,endEvent,3,Flow Objects
Human,Ex05,ex05_writer0084.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0085.bpmn,task,15,Flow Objects
Human,Ex05,ex05_writer0085.bpmn,endEvent,5,Flow Objects
Human,Ex05,ex05_writer0085.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0085.bpmn,startEvent,2,Flow Objects
Human,Ex05,ex05_writer0085.bpmn,parallelGateway,2,Flow Objects
Human,Ex05,ex05_writer0097.bpmn,task,9,Flow Objects
Human,Ex05,ex05_writer0097.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0097.bpmn,parallelGateway,2,Flow Objects
Human,Ex05,ex05_writer0097.bpmn,endEvent,2,Flow Objects
Human,Ex05,ex05_writer0097.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0100.bpmn,task,8,Flow Objects
Human,Ex05,ex05_writer0100.bpmn,endEvent,3,Flow Objects
Human,Ex05,ex05_writer0100.bpmn,exclusiveGateway,2,Flow Objects
Human,Ex05,ex05_writer0100.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0104.bpmn,task,13,Flow Objects
Human,Ex05,ex05_writer0104.bpmn,endEvent,3,Flow Objects
Human,Ex05,ex05_writer0104.bpmn,exclusiveGateway,3,Flow Objects
Human,Ex05,ex05_writer0104.bpmn,parallelGateway,2,Flow Objects
Human,Ex05,ex05_writer0104.bpmn,startEvent,1,Flow Objects
Human,Ex05,ex05_writer0013.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0013.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0014.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0014.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0019.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0019.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0024.bpmn,lane,3,Swim Lanes
Human,Ex05,ex05_writer0024.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0028.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0028.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0042.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0042.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0048.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0048.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0053.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0053.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0056.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0056.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0058.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0058.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0059.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0059.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0061.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0061.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0063.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0063.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0066.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0066.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0075.bpmn,lane,3,Swim Lanes
Human,Ex05,ex05_writer0075.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0076.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0076.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0079.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0079.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0084.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0084.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0085.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0085.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0097.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0097.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0100.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0100.bpmn,laneSet,1,Swim Lanes
Human,Ex05,ex05_writer0104.bpmn,lane,2,Swim Lanes
Human,Ex05,ex05_writer0104.bpmn,laneSet,1,Swim Lanes
Human,Ex07,ex07_writer0006.bpmn,dataObject,1,Artifacts
Human,Ex07,ex07_writer0007.bpmn,dataObject,5,Artifacts
Human,Ex07,ex07_writer0051.bpmn,dataObject,2,Artifacts
Human,Ex07,ex07_writer0060.bpmn,dataObject,4,Artifacts
Human,Ex07,ex07_writer0087.bpmn,dataObject,1,Artifacts
Human,Ex07,ex07_writer0093.bpmn,dataObject,5,Artifacts
Human,Ex07,ex07_writer0098.bpmn,dataObject,3,Artifacts
Human,Ex07,ex07_writer0000.bpmn,outgoing,16,Connecting Objects
